time_s,tension_kN,opb_interlink_angle_deg,ipb_interlink_angle_deg,opb_interlink_01_deg,ipb_interlink_01_deg,opb_interlink_02_deg,ipb_interlink_02_deg,opb_interlink_03_deg,ipb_interlink_03_deg,opb_interlink_04_deg,ipb_interlink_04_deg,opb_interlink_05_deg,ipb_interlink_05_deg,opb_interlink_06_deg,ipb_interlink_06_deg,opb_interlink_07_deg,ipb_interlink_07_deg,opb_interlink_08_deg,ipb_interlink_08_deg,opb_interlink_09_deg,ipb_interlink_09_deg,opb_interlink_10_deg,ipb_interlink_10_deg,opb_interlink_11_deg,ipb_interlink_11_deg,opb_interlink_12_deg,ipb_interlink_12_deg,opb_interlink_13_deg,ipb_interlink_13_deg,opb_interlink_14_deg,ipb_interlink_14_deg,opb_interlink_15_deg,ipb_interlink_15_deg,opb_interlink_16_deg,ipb_interlink_16_deg,opb_interlink_17_deg,ipb_interlink_17_deg,opb_interlink_18_deg,ipb_interlink_18_deg,opb_interlink_19_deg,ipb_interlink_19_deg,fairlead_x_m,fairlead_y_m,fairlead_z_m,line_length_m,fairlead_angle_in_plane_deg,fairlead_angle_out_of_plane_deg
178.5,1112.944348321573,-0.0716568994623935,0.10495554976831788,-0.0716568994623935,0.10495554976831788,-0.02042314999158519,0.028765436836555584,-0.006191766330927772,0.008630947873433614,-0.0019104961566052043,0.002654891579417551,-0.0005926376391472456,0.0008227476726664478,-0.00018413839925455564,0.0002555517040753628,-5.724643147153733e-05,7.943487749436464e-05,-1.7799817769548327e-05,2.469792109909739e-05,-5.534554809539713e-06,7.679086641295542e-06,-1.7208769963656386e-06,2.387584420832165e-06,-5.350778403546543e-07,7.423486189699504e-07,-1.6637347941772589e-07,2.3081130198659377e-07,-5.173103939790803e-08,7.17639290939996e-08,-1.608488732178658e-08,2.231285067708872e-08,-5.001287746349713e-09,6.93746670282135e-09,-1.5549438195448975e-09,2.1568295150807505e-09,-4.830890336853017e-10,6.700549153809746e-10,-1.489390270476153e-10,2.065733801048093e-10,-4.222754118349627e-11,5.85661748225916e-11,42.047726211735736,1.2553335761730786,-12.557157740141461,817.3370267561106,1.052273038136359,-0.750715755475473
179.0,1108.0077423250275,-0.07231578616395135,0.05575610040605977,-0.07231578616395135,0.05575610040605977,-0.020642140971262452,0.01623379209070913,-0.006271086778153095,0.004958947215546496,-0.00193931896251666,0.0015360914442475162,-0.0006029697717870883,0.00047785054697613007,-0.00018778645739922134,0.000148846435671395,-5.851737397824601e-05,4.638718515458638e-05,-1.8237751327570835e-05,1.4457536187357242e-05,-5.684048187364992e-06,4.505993453040706e-06,-1.771512464059753e-06,1.4043870777040215e-06,-5.521164327016665e-07,4.3770659754158864e-07,-1.7207474380609664e-07,1.364204124552862e-07,-5.362947674951758e-08,4.251827076700832e-08,-1.6714357738229995e-08,1.3251698106355086e-08,-5.209220776308722e-09,4.130136552386035e-09,-1.6233954378584165e-09,1.2871399537177682e-09,-5.055349969990392e-10,4.008320314162644e-10,-1.5621359544227115e-10,1.2386240335115998e-10,-4.437572011786521e-11,3.5186339776571916e-11,41.754862562423725,1.2909988527945786,-12.850927507035935,817.5548451303126,0.5957078773197539,-0.7553222781295649
179.5,1101.1022735865288,-0.0749805947347007,0.008699440372569409,-0.0749805947347007,0.008699440372569409,-0.021403864839244464,0.0026955416608530737,-0.006517658028700601,0.0008404584796142735,-0.0020215797350658974,0.0002625625327210301,-0.0006305516481174891,8.207733767297329e-05,-0.00019701671875763278,2.5663567286290518e-05,-6.159499367600259e-05,8.02436707295474e-06,-1.9260196596570158e-05,2.5090224676403505e-06,-6.022489017414306e-06,7.845096922818753e-07,-1.8831777640960561e-06,2.452969095303101e-07,-5.88852628634061e-07,7.669831791354429e-08,-1.8412888179058774e-07,2.3981679761630407e-08,-5.757542907618176e-08,7.498481585825097e-09,-1.8003301041604067e-08,2.344589156378158e-09,-5.629423814499898e-09,7.330895288152141e-10,-1.7601247254772704e-09,2.2920019708791945e-10,-5.499108475693426e-10,7.160484553870695e-11,-1.7046756806031387e-10,2.2195817657657126e-11,-4.855606849700088e-11,6.32200935061492e-12,41.415825597207395,1.3523673316268128,-13.218291607081458,817.8009996674211,0.09922455132682843,-0.7779944468872787
180.0,1092.524833022458,-0.07968348791262003,-0.036970937498866444,-0.07968348791262003,-0.036970937498866444,-0.022710497912823986,-0.011092837376460194,-0.006932547887307568,-0.003435537888026925,-0.0021579654692338627,-0.00107416123234772,-0.0006757402303024571,-0.00033683666833194157,-0.00021199125583339104,-0.000105722438997975,-6.654713492416984e-05,-3.3195900184090846e-05,-2.089417419128757e-05,-1.0423321545062535e-05,-6.560260116859843e-06,-3.272862956834646e-06,-2.0597613671147796e-06,-1.0276601260912495e-06,-6.467147355776917e-07,-3.226793629900703e-07,-2.0305262189555815e-07,-1.0131946144334693e-07,-6.375355618351558e-08,-3.1813724980478436e-08,-2.001704213512567e-08,-9.989318198450593e-09,-6.2848093656397935e-09,-3.1365620846263194e-09,-1.9731086005108614e-09,-9.847785754558987e-10,-6.189728342047012e-10,-3.0894764853296905e-10,-1.926382518815624e-10,-9.615698598425605e-11,-5.505622773490815e-11,-2.7483113988328058e-11,41.04579581515677,1.4376128408055027,-13.633998880282507,818.0665946660965,-0.40290444115776725,-0.8184840254279216
180.5,1082.6787675482258,-0.08633596539053022,-0.08644756805041717,-0.08633596539053022,-0.08644756805041717,-0.024526215909812285,-0.024554678599200134,-0.007505123545591213,-0.007513566546996763,-0.002345560767647059,-0.0023481742447631977,-0.0007377869440527971,-0.0007386064747957213,-0.0002325344740664902,-0.00023279250083485024,-7.333904571164791e-05,-7.342038155506672e-05,-2.3135738816236862e-05,-2.3161394037750353e-05,-7.298464349727748e-06,-7.30655660467671e-06,-2.30239381077563e-06,-2.304946296584373e-06,-7.26319538064386e-07,-7.271246516189193e-07,-2.2912677441172732e-07,-2.293807259617813e-07,-7.22809616719317e-08,-7.23610639229483e-08,-2.280193280759703e-08,-2.2827198860657658e-08,-7.193097629231306e-09,-7.201067086703653e-09,-2.2689541124400736e-09,-2.2714676575934757e-09,-7.151352029050343e-10,-7.159273225332612e-10,-2.2358463272680465e-10,-2.238322749384776e-10,-6.414877509500095e-11,-6.421979712951886e-11,40.662464627085555,1.543592333548398,-14.069910964997181,818.3408922766305,-0.8761279040535626,-0.8751272031197297
181.0,1072.0486292452085,-0.09476749387876438,-0.13615997987390532,-0.09476749387876438,-0.13615997987390532,-0.02678823349007978,-0.03668600182378773,-0.008216030369458914,-0.0111134577891859,-0.0025786081167578547,-0.003475096271671603,-0.0008150180679384936,-0.0010970768600186815,-0.00025817087986530285,-0.0003473782323808453,-8.183921902959131e-05,-0.00011009712487865588,-2.5949899647599576e-05,-3.490777624610403e-05,-8.22829567171911e-06,-1.106818441823495e-05,-2.6090601724897774e-06,-3.5093815610578318e-06,-8.272910028413672e-07,-1.1127171779601513e-06,-2.6232066423720105e-07,-3.5280846095054627e-07,-8.317765442335524e-08,-1.1186472376554081e-07,-2.6374271494670238e-08,-3.546883753791051e-08,-8.362779835227086e-09,-1.1245975799963496e-08,-2.6514591417315754e-09,-3.5654260993462152e-09,-8.399663895457222e-10,-1.1294538794863758e-09,-2.6391572469733227e-10,-3.5485629972097633e-10,-7.603835318054383e-11,-1.0223594846563088e-10,40.28480464992517,1.6659979763162434,-14.496893181681894,818.6120564251625,-1.2879955888888293,-0.9453836726074034
181.5,1061.16982108538,-0.10476665432484747,-0.18054068915224064,-0.10476665432484747,-0.18054068915224064,-0.0294191767858619,-0.04651832564675595,-0.009040652262913286,-0.01399260151330625,-0.002849427328305705,-0.004382287189438087,-0.0009050643577856192,-0.0013891360210382992,-0.0002881770903296392,-0.0004420027703384092,-9.182902471604984e-05,-0.0001408064261059955,-2.9271416100030098e-05,-4.487675162140888e-05,-9.330555378831978e-06,-1.4303815257571724e-05,-2.974207444287986e-06,-4.559134151061026e-06,-9.480582402539542e-07,-1.4531580429747003e-06,-3.0220300216257276e-07,-4.6317309576783287e-07,-9.633020668269038e-08,-1.4762970780642738e-07,-3.070618230559588e-08,-4.7054786766196866e-08,-9.787806102721423e-09,-1.4997886566809292e-08,-3.119661874983247e-09,-4.779901821134971e-09,-9.934860116886477e-10,-1.5220892177071526e-09,-3.137432075042065e-10,-4.806407147509531e-10,-9.078436133502149e-11,-1.3906889618811328e-10,39.93162877424285,1.7995692259191731,-14.886716450880254,818.8681192046055,-1.6103750081026604,-1.0264108811162203
182.0,1050.5950464213781,-0.11611684209969482,-0.21301981401402287,-0.11611684209969482,-0.21301981401402287,-0.0323379881967521,-0.053245788744151853,-0.009952258240604476,-0.015962598194820682,-0.0031492863851892844,-0.005012304875299615,-0.001005089644168132,-0.0015957314385145766,-0.0003216372101357868,-0.0005102173653652396,-0.00010301483803659949,-0.000163359838368325,-3.3006362159342157e-05,-5.23307799938828e-05,-1.0575432430555654e-05,-1.6765563245999083e-05,-3.3884307074342862e-06,-5.371296031965428e-06,-1.0856731130886024e-06,-1.7208381617681299e-06,-3.4785604256354175e-07,-5.513164664027716e-07,-1.1145510850813128e-07,-1.766289378686506e-07,-3.5710834246387784e-08,-5.6587738923441724e-08,-1.1441844060424606e-08,-1.8129208361466804e-08,-3.6656687531936354e-09,-5.807597767161064e-09,-1.1733614058038753e-09,-1.8588134485180234e-09,-3.7239262340635197e-10,-5.898844563753113e-10,-1.0820815426247779e-10,-1.7139322128899528e-10,39.62008781774974,1.9383549139166254,-15.213857762665425,819.0980501924788,-1.8213620187554362,-1.115535303258584
182.5,1040.8596702817024,-0.12861760877237144,-0.2277834274031968,-0.12861760877237144,-0.2277834274031968,-0.03546680070206812,-0.056298473522178434,-0.010924098928494825,-0.01689234467123139,-0.0034690185048412655,-0.005323151489167515,-0.0011119641007705874,-0.0017021014583460772,-0.00035748835059938757,-0.0005467524991695244,-0.00011503882481528087,-0.000175885541174697,-3.703410904482469e-05,-5.6611147809053e-05,-1.1922606111150026e-05,-1.8223535716175676e-05,-3.838313925475099e-06,-5.866287238683115e-06,-1.2356907237830752e-06,-1.8884000594803982e-06,-3.9781309667063563e-07,-6.078895563870969e-07,-1.2807026909426103e-07,-1.9568399856649147e-07,-4.1230360721488306e-08,-6.299201681204843e-08,-1.3273387532496095e-08,-2.02773661998129e-08,-4.272736920314119e-09,-6.5267554585710835e-09,-1.3741742174505932e-09,-2.098913757478497e-09,-4.381315826617718e-10,-6.6914487296072e-10,-1.278042908854571e-10,-1.951774340450629e-10,39.364280586620964,2.0760136761635577,-15.457104994112036,819.2927765318896,-1.9067624298026784,-1.2105168469270595
183.0,1032.4481688867913,-0.14208394248347095,-0.22179124276282886,-0.14208394248347095,-0.22179124276282886,-0.03873221776444797,-0.05537518770477568,-0.011930011205384661,-0.016702778516567707,-0.003799253924129103,-0.00528652094853604,-0.0012223445842743524,-0.0016974938199102979,-0.00039454651374289855,-0.0005475432396501401,-0.00012748378296627681,-0.00017687236490988994,-4.120951097016943e-05,-5.716545771472598e-05,-1.3321754477272773e-05,-1.847851751918015e-05,-4.3065093021162166e-06,-5.973110744006141e-06,-1.3921606481654806e-06,-1.930785404306833e-06,-4.5004227608954766e-07,-6.241190553428061e-07,-1.4548466683712487e-07,-2.0174409430809689e-07,-4.703061759450797e-08,-6.521293776527161e-08,-1.5203367606529623e-08,-2.1079599668901702e-08,-4.91425148234617e-09,-6.8131733902190395e-09,-1.5870011333530582e-09,-2.2000824310638295e-09,-5.080052630030942e-10,-7.042073201932156e-10,-1.4868435904034717e-10,-2.0609760763899168e-10,39.17414269113098,2.2061394989978886,-15.600888265792387,819.4460013199505,-1.8610473734061463,-1.309561962567728
183.5,1025.763775425634,-0.15632033106950424,-0.19599998913413505,-0.15632033106950424,-0.19599998913413505,-0.04206114363712617,-0.05046553249856714,-0.01294359795844072,-0.01536647081236939,-0.004130280775094401,-0.004888102296273879,-0.0013326651041728555,-0.0015755972280662304,-0.0004315137337325524,-0.0005099980704812013,-0.0001398818087161013,-0.00016530132364874598,-4.5365372244947286e-05,-5.3604893251852975e-05,-1.4713594755259319e-05,-1.738534643545531e-05,-4.772139186237945e-06,-5.638482837968813e-06,-1.5477735224797668e-06,-1.8286945728105976e-06,-5.019976900593914e-07,-5.930892931133068e-07,-1.6281558526943472e-07,-1.9235299024305371e-07,-5.280678909600016e-08,-6.238459078904213e-08,-1.7126912076646043e-08,-2.0232578871192704e-08,-5.55425480879094e-09,-6.5611896095895305e-09,-1.799564684419048e-09,-2.1257341451271484e-09,-5.778765330803219e-10,-6.82592879356034e-10,-1.6958641774908951e-10,-2.0031125929432194e-10,39.05474216628967,2.3225975605232665,-15.636271316431237,819.5547008725188,-1.687716651698802,-1.4111113450306716
184.0,1021.1032293006627,-0.17107409783991398,-0.15509877958002866,-0.17107409783991398,-0.15509877958002866,-0.04537329584886159,-0.04188165644284116,-0.013936629302918405,-0.012920809082512249,-0.004451725083968096,-0.004132654031079847,-0.0014390937154529968,-0.0013365133273222076,-0.0004669838523015526,-0.00043375990698010455,-0.00015172153757073866,-0.00014093523702701942,-4.931734242752451e-05,-4.581280142177619e-05,-1.6032173081725528e-05,-1.4893131730976558e-05,-5.2117685389999756e-06,-4.841558818581601e-06,-1.6942513736479992e-06,-1.5739263027057726e-06,-5.507703691396577e-07,-5.116624767299927e-07,-1.7904542880594117e-07,-1.663346363221726e-07,-5.820434724397052e-08,-5.4073108020609316e-08,-1.8920954001189648e-08,-1.757824009128225e-08,-6.1501727152767795e-09,-5.71381434154609e-09,-1.997199072107458e-09,-1.8555240965031788e-09,-6.427609791699746e-10,-5.971740392243911e-10,-1.8897898023639261e-10,-1.7557803611113092e-10,39.006048484619356,2.4198540169599925,-15.561543814368045,819.6192403857738,-1.3990424412050035,-1.5134912438661887
184.5,1018.6382153798617,-0.18598143516311777,-0.10581543492154875,-0.18598143516311777,-0.10581543492154875,-0.04857406444075483,-0.03028355762363296,-0.014877721363659484,-0.009491405715367034,-0.004752364418250485,-0.0030529031963250955,-0.0015375500766618704,-0.0009899373613008464,-0.0004994749088265949,-0.0003218321798298715,-0.00016246786762554,-0.00010471663185187761,-5.2873490619069825e-05,-3.408516514889809e-05,-1.72090608150949e-05,-1.109478899004765e-05,-5.601139070416068e-06,-3.6113758633406865e-06,-1.8230372464619908e-06,-1.1755100182627563e-06,-5.933551582012107e-07,-3.826308413810849e-07,-1.93122934037694e-07,-1.245470826246909e-07,-6.28568320937208e-08,-4.0540271722013566e-08,-2.045815645687657e-08,-1.3195781488882675e-08,-6.657892535921254e-09,-4.294769194098536e-09,-2.1646816771751766e-09,-1.3964691044169612e-09,-6.974748437991024e-10,-4.499859696491301e-10,-2.0526660076016728e-10,-1.3243919767916585e-10,39.02316975043843,2.493282239766384,-15.382364267175682,819.6431184920312,-1.0152091738704245,-1.614556353406344
185.0,1018.4046594382648,-0.20052692863239394,-0.05470677265967473,-0.20052692863239394,-0.05470677265967473,-0.051551730100256744,-0.016647927419519943,-0.0157323606872008,-0.005308438321212652,-0.0050203831972740615,-0.0017167947843954702,-0.001623872915288252,-0.0005577302637611394,-0.0005275133761668848,-0.0001814516457740675,-0.00017159982605193132,-5.906500020645855e-05,-5.585027899325842e-05,-1.922924240948208e-05,-1.8179823373429696e-05,-6.260285487944805e-06,-5.91771399881897e-06,-2.0381028825465113e-06,-1.9262749814788585e-06,-6.635261863136795e-07,-6.270217276950394e-07,-2.1601804204573135e-07,-2.0410180461918067e-07,-7.032697404435605e-08,-6.64370909707289e-08,-2.2895669419422786e-08,-2.162567824625688e-08,-7.453840893510358e-09,-7.038580878347658e-09,-2.4264038254896787e-09,-2.2886913551169383e-09,-7.891007289642682e-10,-7.375052801719189e-10,-2.543170156653638e-10,-2.170657504580186e-10,-7.486110689492111e-11,39.09698590383345,2.539427705249911,-15.111419649005274,819.6324172200239,-0.5629100438854927,-1.7114563944691363
185.5,1020.3005523387062,-0.21403983850718894,-0.006641780655640813,-0.21403983850718894,-0.006641780655640813,-0.05418187880771069,-0.0021474054368056583,-0.01646488549688161,-0.0006970378112523146,-0.005244216300005281,-0.00022654589485602222,-0.0016941695551123271,-7.366308721638689e-05,-0.000549775015546837,-2.3955902380268524e-05,-0.00017866596919855772,-7.79067617905873e-06,-5.809391877040146e-05,-2.533598374344362e-06,-1.8892124955737934e-05,-8.239491123580206e-07,-6.143713366990818e-06,-2.6795570542298365e-07,-1.9979337409664802e-06,-8.714161942388855e-08,-6.49727443940266e-07,-2.8339242591673393e-08,-2.1129114193824748e-07,-9.216176852263258e-09,-6.871172995194083e-08,-2.997180335537532e-09,-2.2344769593284093e-08,-9.746986234972409e-10,-7.265699604287238e-09,-3.1694534895816627e-10,-2.3603039291861007e-09,-1.029644430231815e-10,-7.598843089608659e-10,-3.314963943908879e-11,-2.2348005956760981e-10,-9.749453812724435e-12,39.21505773981953,2.556214718708711,-14.7675962441377,819.5950790864076,-0.07350076765521675,-1.8006269012222795
186.0,1024.0924396106714,-0.22574479476739018,0.03977253620199255,-0.22574479476739018,0.03977253620199255,-0.056339475186772056,0.012292019446241961,-0.017042279469508346,0.003929883589554954,-0.005413876182091568,0.0012695993080188341,-0.001745294379357966,0.0004115279142110519,-0.0005652580670006514,0.00013353590669365391,-0.0001833468167570554,4.334974037815171e-05,-5.950273598632857e-05,1.4073455258701987e-05,-1.9313696581812864e-05,4.568934927512329e-06,-6.268936536185726e-06,1.4833007237020461e-06,-2.0348028705423544e-06,4.815522805730378e-07,-6.604665157070127e-07,1.5633552412739018e-07,-2.1437750763610202e-07,5.075418445695259e-08,-6.958364189482738e-08,1.647728134473893e-08,-2.2585545260728668e-08,5.349272709268232e-09,-7.33012159027178e-09,1.736444995806095e-09,-2.3767581561094003e-09,5.631448218918587e-10,-7.637902785905375e-10,1.8100549116250598e-10,-2.2428523686368908e-10,5.3160331391796234e-11,39.362672076419024,2.543080694771165,-14.374695909447642,819.5401469535881,0.4191582137708358,-1.8780461365929642
186.5,1029.430168608342,-0.23486938320382508,0.08939199355637038,-0.23486938320382508,0.08939199355637038,-0.05791639039389593,0.025950622262632644,-0.017438924669920166,0.008134359015378418,-0.005522442688394186,0.0026069821547854183,-0.0017753352472211128,0.0008413225497528309,-0.0005734433437529199,0.0002721132243737022,-0.00018550739403196855,8.807539665165369e-05,-6.0044297095641406e-05,2.8516202621886408e-05,-1.9437876774745255e-05,9.23270110475702e-06,-6.292538537921015e-06,2.989274932895888e-06,-2.03705588113053e-06,9.67838610997607e-07,-6.594471513357911e-07,3.1335744845066277e-07,-2.1347990553306653e-07,1.0145584033882305e-07,-6.910883095044693e-08,3.284835464442048e-08,-2.2372045322061946e-08,1.0635202982385444e-08,-7.241621997785847e-09,3.4429912556613216e-09,-2.3418827652491083e-09,1.1135888813779214e-09,-7.506650736473086e-10,3.569963160599323e-10,-2.1995824130805865e-10,1.0461798513737945e-10,39.523894940096746,2.5010278053583828,-13.959777192303939,819.4770827241028,0.8810217273138136,-1.9397297367629416
187.0,1035.8689665759518,-0.2407892979028781,0.13795737008057446,-0.2407892979028781,0.13795737008057446,-0.058840281313960935,0.03772454264285157,-0.017641115120372166,0.011614901188376811,-0.005567320724120082,0.003694171435483481,-0.0017839734362144898,0.001186696148345891,-0.000574395348949916,0.00038241288147730114,-0.0001852243449191899,0.00012335721581052748,-5.9762094041791154e-05,3.98087799858295e-05,-1.9285004768797613e-05,1.284728699727758e-05,-6.223199083559122e-06,4.14614020383133e-06,-2.0082031221712825e-06,1.338062936765348e-06,-6.480396467676111e-07,4.3182630478057126e-07,-2.0911995123106862e-07,1.3936111107823755e-07,-6.748215080716527e-08,4.4975257706787264e-08,-2.177599941067422e-08,1.4514478993118217e-08,-7.026293451385994e-09,4.683690862007453e-09,-2.2650647537541876e-09,1.5100138939858082e-09,-7.238193409535396e-10,4.825781943617168e-10,-2.1154495358116762e-10,1.4104952449578606e-10,39.68254147680744,2.432587118189122,-13.551242515462597,819.4152349472923,1.280186603517644,-1.982369927449515
187.5,1042.897462321854,-0.24317203054200653,0.17951733393975253,-0.24317203054200653,0.17951733393975253,-0.05909022853511083,0.046695193376687,-0.017650245641921674,0.014167248081127274,-0.00555095646353092,0.004475711532292485,-0.0017726260652629103,0.0014313090013465925,-0.0005687782701803372,0.0004594853976605792,-0.00018278055201612954,0.0001476867922958608,-5.8770086767999606e-05,4.749167912408544e-05,-1.8899350543466257e-05,1.527321168524974e-05,-6.07767438473262e-06,4.911828755434465e-06,-1.9544653557098804e-06,1.5796325088747676e-06,-6.285191579977569e-07,5.080060729636462e-07,-2.0211987413527072e-07,1.6337353303081095e-07,-6.499786486837833e-08,5.2540484110050817e-08,-2.090186493096358e-08,1.6896716263444483e-08,-6.720956039911518e-09,5.433386636767502e-09,-2.159189219537499e-09,1.7456309129457577e-09,-6.876893330877858e-10,5.560009016139669e-10,-2.0042143569633452e-10,1.6204866466656341e-10,39.823020914947385,2.3416962934356818,-13.176822164674233,819.3634673794609,1.589073222368641,-2.003982315256029
188.0,1049.9698907450886,-0.2420735184860966,0.2077545373822554,-0.2420735184860966,0.2077545373822554,-0.05870541369653994,0.05223751028014873,-0.01748400864146103,0.015684933866252207,-0.005480875970292394,0.0049283918813418474,-0.0017443497423656274,0.0015696722543883982,-0.0005577881021827719,0.0005020577420244568,-0.00017863068945122006,0.00016079888120433162,-5.7237329054524704e-05,5.1526624143214184e-05,-1.8342710976371504e-05,1.6513054297970175e-05,-5.878245045431331e-06,5.292040120076644e-06,-1.8837872342963435e-06,1.6959726589554395e-06,-6.036928167709295e-07,5.43518787868513e-07,-1.9346398315197342e-07,1.741847915984113e-07,-6.199887813929427e-08,5.5822013215207305e-08,-1.9868429698862867e-08,1.7889440693799463e-08,-6.366553105897109e-09,5.732566867099916e-09,-2.0382908570926704e-09,1.8353648588251007e-09,-6.470175925292359e-10,5.826173983138778e-10,-1.8803687757646802e-10,1.6932451894953776e-10,39.93106153361076,2.2334977708964665,-12.861617560197965,819.3299079666106,1.7863203023950145,-2.004410949892531
188.5,1056.5404566354296,-0.2379547508492124,0.2178714090969799,-0.2379547508492124,0.2178714090969799,-0.05778481774368147,0.05403398215097196,-0.017175409032497063,0.016136539801025862,-0.0053690750017734955,0.005051123457961694,-0.001703543201596131,0.0016033411621495463,-0.0005430229869354487,0.000511156171060678,-0.00017334829604994013,0.0001631846821298592,-5.536728975006018e-05,5.212279060415938e-05,-1.768657136028167e-05,1.6650403345181888e-05,-5.64981251310911e-06,5.318900394850346e-06,-1.8047806301117214e-06,1.6991000636733741e-06,-5.765205631278878e-07,5.42770269172314e-07,-1.8416417121885052e-07,1.7338563170058069e-07,-5.8829490720766494e-08,5.5387245093969266e-08,-1.8792353006204566e-08,1.7693043703394684e-08,-6.00245980448291e-09,5.651416989825009e-09,-1.915600836014798e-09,1.8035981868370213e-09,-6.061934338268102e-10,5.707585883676656e-10,-1.7571277484363276e-10,1.654436458841495e-10,39.99435003127307,2.1140694942029365,-12.626359326942048,819.3217459404688,1.8582671778739046,-1.9855655509708567
189.0,1062.0976984940799,-0.23161254175787166,0.20819526552236092,-0.23161254175787166,0.20819526552236092,-0.05647785153314937,0.05203883225695286,-0.01676978575110713,0.01553817216271512,-0.005230891537242555,0.004854457306991298,-0.0016555158672991877,0.001537149751661399,-0.0005263215501178308,0.0004887737924790144,-0.00016756662370873173,0.00015562276534269464,-5.337665897647475e-05,4.9574031713657874e-05,-1.7004638818407845e-05,1.5793496552155723e-05,-5.417306868784532e-06,5.031556334816233e-06,-1.7258357556729383e-06,1.6029736698791698e-06,-5.498136066074599e-07,5.106818629076375e-07,-1.7515860017675994e-07,1.6269508770657592e-07,-5.580165293168604e-08,5.183201139270084e-08,-1.777701696899956e-08,1.651269308458648e-08,-5.662829789097354e-09,5.2601792941780254e-09,-1.8023592117000906e-09,1.6742348153796027e-09,-5.688724697453908e-10,5.284424637666738e-10,-1.6453174606965707e-10,1.528406482626834e-10,40.00312375010236,1.9901040968729378,-12.48601290196405,819.3450023496288,1.7999194787429391,-1.9513195548093216
189.5,1066.1966931221227,-0.22404751012085658,0.18068938099477783,-0.22404751012085658,0.18068938099477783,-0.05496757730799372,0.0464428535633877,-0.01632028692020647,0.013937514192141726,-0.005083536115891088,0.004354711303660997,-0.0016059920938754125,0.0013770747826059354,-0.0005095958337299925,0.000437101945307392,-0.00016192295597977012,0.00013890602011481886,-5.1477036490443664e-05,4.416310197888952e-05,-1.6366899180903298e-05,1.4041972615707328e-05,-5.203784192891475e-06,4.464745140069676e-06,-1.654520480697527e-06,1.41959749484849e-06,-5.260475636893892e-07,4.5137112330285366e-07,-1.672545116757058e-07,1.4351664741606932e-07,-5.317779133247309e-08,4.563209575885718e-08,-1.6907486379462462e-08,1.4508911953958066e-08,-5.375157016811184e-09,4.612778755410716e-09,-1.7074205738374922e-09,1.4653034577598442e-09,-5.378749701804732e-10,4.6161887324466634e-10,-1.5531437436235855e-10,1.332989351544781e-10,39.95073318146406,1.8685548936963174,-12.448830544984016,819.4042259577886,1.615323046069021,-1.9070719763782558
190.0,1068.4870773976982,-0.21630930748101845,0.14019020225116346,-0.21630930748101845,0.14019020225116346,-0.053449495852293784,0.03766090716885261,-0.01588242899164044,0.011414401917006708,-0.004944468396741531,0.0035739779243416855,-0.0015606111208965572,0.0011300958102862697,-0.0004946775757510133,0.0003584351760469935,-0.00015701197197616788,0.00011379574361592553,-4.98610449087138e-05,3.614244432445071e-05,-1.5835578473121587e-05,1.1479417385977524e-05,-5.029287813979824e-06,3.6460462476105634e-06,-1.5972726185817506e-06,1.15804250171586e-06,-5.072845080644559e-07,3.6781278468670194e-07,-1.6111060009352818e-07,1.1682320191677628e-07,-5.116774304308527e-08,3.710487902269497e-08,-1.6250425564324418e-08,1.1784991210205983e-08,-5.160560507373779e-09,3.742752806906023e-09,-1.6374516383682684e-09,1.1876606392059202e-09,-5.152829808923271e-10,3.737648215426942e-10,-1.4865645464263402e-10,1.0783524043809705e-10,39.83415458869133,1.7562680133800244,-12.515908258353525,819.5021130164004,1.3173079953380595,-1.8590520012263414
190.5,1068.7351264856086,-0.20935850012340726,0.09277916450950259,-0.20935850012340726,0.09277916450950259,-0.05210956971212288,0.02632873409950459,-0.015508495969805414,0.008092639977415678,-0.004829811322214189,0.002544358467957769,-0.0015244713498325654,0.0008055216556149097,-0.0004831890188281608,0.0002555765381609297,-0.0001533501226505683,8.114761122151057e-05,-4.869290873669195e-05,2.5772029152915396e-05,-1.5462810662253948e-05,8.185052851959602e-06,-4.910335401335596e-06,2.5995271768608105e-06,-1.5593150728916418e-06,8.255953455987152e-07,-4.951725852531263e-07,2.622044788480161e-07,-1.5724587810844514e-07,8.327467339246036e-08,-4.993460059617484e-08,2.6447547275205055e-08,-1.585697076115958e-08,8.399514738624299e-09,-5.0350358045120104e-09,2.667390825883986e-09,-1.5974401610831236e-09,8.463667091843316e-10,-5.026362382199492e-10,2.6633985402244334e-10,-1.4499433167988845e-10,7.683770981307517e-11,39.65439239077038,1.659619797241506,-12.681263017533666,819.6391012301942,0.9266092490759104,-1.813503262385872
